left	right	classes	next_symb
?	?111	charge - class_m, chiral - class_m	11
?	?111	charge - class_m, chiral - class_m	111
?	?111	charge - class_m, chiral - class_m	?AA1
?	?111	charge - class_m, chiral - class_m	?AA11
?	?111	charge - class_m, chiral - class_m	A1
?	?111	charge - class_m, chiral - class_m	?111
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	a
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	A
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	Aa
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	aa
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	?
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	1
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	??
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	?1
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	?11
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	??11
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	11
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	111
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	?AA1
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	?AA11
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	A1
?	??	anything - bm_ibe_2, anything - bm_tbe_2, bm_ibi - bm_ibe_2, bm_tbi - bm_ibe_2, bm_tbi - bm_tbe_2, bracket - bm_ibe_2, bracket - bm_tbe_2, chiral - charge_2, ct - bm_ibe_2, ct - bm_tbe_2	?111
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	a
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	A
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	Aa
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	aa
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	?
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	1
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	??
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	?1
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	?11
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	??11
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	11
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	111
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	?AA1
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	?AA11
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	A1
?	??11	anything - bm_ire_4, anything - bm_tre_4, bm_ibi - bm_ire_4, bm_ibi - bm_tre_4, bm_tbi - bm_ire_4, bm_tbi - bm_tre_4, bracket - bm_ire_4, bracket - bm_tre_4, ct - bm_ire_4, ct - bm_tre_4	?111
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	a
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	A
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	Aa
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	aa
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	?
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	1
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	??
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	?1
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	?11
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	??11
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	11
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	111
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	?AA1
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	?AA11
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	A1
?	A	anything - atom_oal, bm_ibi - atom_oal, bm_tbi - atom_oal, bracket - atom_bal, bracket - atom_oal, chiral - hydro, ct - atom_oal, double_bond - atom_oal, no_bond - atom_oal, quadruple_bond - atom_oal, single_bond - atom_oal, triple_bond - atom_oal	?111
?	A1	chiral - hydro_2	a
?	A1	chiral - hydro_2	A
?	A1	chiral - hydro_2	Aa
?	A1	chiral - hydro_2	aa
?	A1	chiral - hydro_2	?
?	A1	chiral - hydro_2	1
?	A1	chiral - hydro_2	??
?	A1	chiral - hydro_2	?1
?	A1	chiral - hydro_2	?11
?	A1	chiral - hydro_2	??11
?	A1	chiral - hydro_2	11
?	A1	chiral - hydro_2	111
?	A1	chiral - hydro_2	?AA1
?	A1	chiral - hydro_2	?AA11
?	A1	chiral - hydro_2	A1
?	A1	chiral - hydro_2	?111
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	a
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	A
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	Aa
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	aa
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	?
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	1
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	??
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	?1
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	?11
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	??11
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	11
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	111
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	?AA1
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	?AA11
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	A1
?	Aa	anything - atom_oal_2, bm_ibi - atom_oal_2, bm_tbi - atom_oal_2, bracket - atom_bal_2, bracket - atom_oal_2, ct - atom_oal_2, double_bond - atom_oal_2, no_bond - atom_oal_2, quadruple_bond - atom_oal_2, single_bond - atom_oal_2, triple_bond - atom_oal_2	?111
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	a
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	A
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	Aa
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	aa
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	?
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	1
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	??
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	?1
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	?11
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	??11
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	11
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	111
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	?AA1
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	?AA11
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	A1
?	a	anything - atom_oar, aromatic_bond - atom_oar, bm_ibi - atom_oar, bm_tbi - atom_oar, bracket - atom_bar, bracket - atom_oar, ct - atom_oar, double_bond - atom_oar, no_bond - atom_oar, quadruple_bond - atom_oar, single_bond - atom_oar, triple_bond - atom_oar	?111
?	aa	bracket - atom_bar_2	a
?	aa	bracket - atom_bar_2	A
?	aa	bracket - atom_bar_2	Aa
?	aa	bracket - atom_bar_2	aa
?	aa	bracket - atom_bar_2	?
?	aa	bracket - atom_bar_2	1
?	aa	bracket - atom_bar_2	??
?	aa	bracket - atom_bar_2	?1
?	aa	bracket - atom_bar_2	?11
?	aa	bracket - atom_bar_2	??11
?	aa	bracket - atom_bar_2	11
?	aa	bracket - atom_bar_2	111
?	aa	bracket - atom_bar_2	?AA1
?	aa	bracket - atom_bar_2	?AA11
?	aa	bracket - atom_bar_2	A1
?	aa	bracket - atom_bar_2	?111
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	a
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	A
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	Aa
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	aa
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	?
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	1
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	??
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	?1
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	?11
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	??11
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	11
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	111
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	?AA1
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	?AA11
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	A1
?1	1	bm_ire_2 - bm_iri, bm_ire_2 - bm_tri, bm_tre_2 - bm_iri, bm_tre_2 - bm_tri	?111
?1	?	bm_ire_2 - anything, bm_ire_2 - bm_ibi, bm_ire_2 - bm_tbi, bm_ire_2 - bracket, bm_ire_2 - ct, bm_tre_2 - anything, bm_tre_2 - bm_ibi, bm_tre_2 - bm_tbi, bm_tre_2 - bracket, bm_tre_2 - ct, charge_m - bracket, class_m - bracket	a
?1	?	bm_ire_2 - anything, bm_ire_2 - bm_ibi, bm_ire_2 - bm_tbi, bm_ire_2 - bracket, bm_ire_2 - ct, bm_tre_2 - anything, bm_tre_2 - bm_ibi, bm_tre_2 - bm_tbi, bm_tre_2 - bracket, bm_tre_2 - ct, charge_m - bracket, class_m - bracket	A
?1	?	bm_ire_2 - anything, bm_ire_2 - bm_ibi, bm_ire_2 - bm_tbi, bm_ire_2 - bracket, bm_ire_2 - ct, bm_tre_2 - anything, bm_tre_2 - bm_ibi, bm_tre_2 - bm_tbi, bm_tre_2 - bracket, bm_tre_2 - ct, charge_m - bracket, class_m - bracket	Aa
?1	?	bm_ire_2 - anything, bm_ire_2 - bm_ibi, bm_ire_2 - bm_tbi, bm_ire_2 - bracket, bm_ire_2 - ct, bm_tre_2 - anything, bm_tre_2 - bm_ibi, bm_tre_2 - bm_tbi, bm_tre_2 - bracket, bm_tre_2 - ct, charge_m - bracket, class_m - bracket	aa
