symbol_id	symbols
1064	:353
1065	:354
1066	:355
1067	:356
1068	:357
1069	:358
1070	:359
1071	:360
1072	:361
1073	:362
1074	:363
1075	:364
1076	:365
1077	:366
1078	:367
1079	:368
1080	:369
1081	:370
1082	:371
1083	:372
1084	:373
1085	:374
1086	:375
1087	:376
1088	:377
1089	:378
1090	:379
1091	:380
1092	:381
1093	:382
1094	:383
1095	:384
1096	:385
1097	:386
1098	:387
1099	:388
1100	:389
1101	:390
1102	:391
1103	:392
1104	:393
1105	:394
1106	:395
1107	:396
1108	:397
1109	:398
1110	:399
1112	:400
1113	:401
1114	:402
1115	:403
1116	:404
1117	:405
1118	:406
1119	:407
1120	:408
1121	:409
1122	:410
1123	:411
1124	:412
1125	:413
1126	:414
1127	:415
1128	:416
1129	:417
1130	:418
1131	:419
1132	:420
1133	:421
1134	:422
1135	:423
1136	:424
1137	:425
1138	:426
1139	:427
1140	:428
1141	:429
1142	:430
1143	:431
1144	:432
1145	:433
1146	:434
1147	:435
1148	:436
1149	:437
1150	:438
1151	:439
1152	:440
1153	:441
1154	:442
1155	:443
1156	:444
1157	:445
1158	:446
1159	:447
1160	:448
1161	:449
1162	:450
1163	:451
1164	:452
1165	:453
1166	:454
1167	:455
1168	:456
1169	:457
1170	:458
1171	:459
1172	:460
1173	:461
1174	:462
1175	:463
1176	:464
1177	:465
1178	:466
1179	:467
1180	:468
1181	:469
1182	:470
1183	:471
1184	:472
1185	:473
1186	:474
1187	:475
1188	:476
1189	:477
1190	:478
1191	:479
1192	:480
1193	:481
1194	:482
1195	:483
1196	:484
1197	:485
1198	:486
1199	:487
1200	:488
1201	:489
1202	:490
1203	:491
1204	:492
1205	:493
1206	:494
1207	:495
1208	:496
1209	:497
1210	:498
1211	:499
1213	:500
1214	:501
1215	:502
1216	:503
1217	:504
1218	:505
1219	:506
1220	:507
1221	:508
1222	:509
1223	:510
1224	:511
1225	:512
1226	:513
1227	:514
1228	:515
1229	:516
1230	:517
1231	:518
1232	:519
1233	:520
1234	:521
1235	:522
1236	:523
1237	:524
1238	:525
1239	:526
1240	:527
1241	:528
1242	:529
1243	:530
1244	:531
1245	:532
1246	:533
1247	:534
1248	:535
1249	:536
1250	:537
1251	:538
1252	:539
1253	:540
1254	:541
1255	:542
1256	:543
1257	:544
1258	:545
1259	:546
1260	:547
1261	:548
1262	:549
1263	:550
1264	:551
1265	:552
1266	:553
1267	:554
1268	:555
1269	:556
1270	:557
1271	:558
1272	:559
1273	:560
1274	:561
1275	:562
1276	:563
1277	:564
1278	:565
1279	:566
1280	:567
1281	:568
1282	:569
1283	:570
1284	:571
1285	:572
1286	:573
1287	:574
1288	:575
1289	:576
1290	:577
1291	:578
1292	:579
1293	:580
1294	:581
1295	:582
1296	:583
1297	:584
1298	:585
1299	:586
1300	:587
1301	:588
1302	:589
1303	:590
1304	:591
1305	:592
1306	:593
1307	:594
1308	:595
1309	:596
1310	:597
1311	:598
1312	:599
1314	:600
1315	:601
1316	:602
1317	:603
1318	:604
1319	:605
1320	:606
1321	:607
1322	:608
1323	:609
1324	:610
1325	:611
1326	:612
1327	:613
1328	:614
1329	:615
1330	:616
1331	:617
1332	:618
1333	:619
1334	:620
1335	:621
1336	:622
1337	:623
1338	:624
1339	:625
1340	:626
1341	:627
1342	:628
1343	:629
1344	:630
1345	:631
1346	:632
1347	:633
1348	:634
1349	:635
1350	:636
1351	:637
1352	:638
1353	:639
1354	:640
1355	:641
1356	:642
1357	:643
1358	:644
1359	:645
1360	:646
1361	:647
1362	:648
1363	:649
1364	:650
1365	:651
1366	:652
1367	:653
1368	:654
1369	:655
1370	:656
1371	:657
1372	:658
1373	:659
1374	:660
1375	:661
1376	:662
1377	:663
1378	:664
1379	:665
1380	:666
1381	:667
1382	:668
1383	:669
1384	:670
1385	:671
1386	:672
1387	:673
1388	:674
1389	:675
1390	:676
1391	:677
1392	:678
1393	:679
1394	:680
1395	:681
1396	:682
1397	:683
1398	:684
1399	:685
1400	:686
1401	:687
1402	:688
1403	:689
1404	:690
1405	:691
1406	:692
1407	:693
1408	:694
1409	:695
1410	:696
1411	:697
1412	:698
1413	:699
1415	:700
1416	:701
1417	:702
1418	:703
1419	:704
1420	:705
1421	:706
1422	:707
1423	:708
1424	:709
1425	:710
1426	:711
1427	:712
1428	:713
1429	:714
1430	:715
1431	:716
1432	:717
1433	:718
1434	:719
1435	:720
1436	:721
1437	:722
1438	:723
1439	:724
1440	:725
1441	:726
1442	:727
1443	:728
1444	:729
1445	:730
1446	:731
1447	:732
1448	:733
1449	:734
1450	:735
1451	:736
1452	:737
1453	:738
1454	:739
1455	:740
1456	:741
1457	:742
1458	:743
1459	:744
1460	:745
1461	:746
1462	:747
1463	:748
1464	:749
1465	:750
1466	:751
1467	:752
1468	:753
1469	:754
1470	:755
1471	:756
1472	:757
1473	:758
1474	:759
1475	:760
1476	:761
1477	:762
1478	:763
1479	:764
1480	:765
1481	:766
1482	:767
1483	:768
1484	:769
1485	:770
1486	:771
1487	:772
1488	:773
1489	:774
1490	:775
1491	:776
1492	:777
1493	:778
1494	:779
1495	:780
1496	:781
1497	:782
1498	:783
1499	:784
1500	:785
1501	:786
1502	:787
1503	:788
1504	:789
1505	:790
1506	:791
1507	:792
1508	:793
1509	:794
1510	:795
1511	:796
1512	:797
1513	:798
1514	:799
1516	:800
1517	:801
1518	:802
1519	:803
1520	:804
1521	:805
1522	:806
1523	:807
1524	:808
1525	:809
1526	:810
1527	:811
1528	:812
1529	:813
1530	:814
1531	:815
1532	:816
1533	:817
1534	:818
1535	:819
1536	:820
1537	:821
1538	:822
1539	:823
1540	:824
1541	:825
1542	:826
1543	:827
1544	:828
1545	:829
1546	:830
1547	:831
1548	:832
1549	:833
1550	:834
1551	:835
1552	:836
1553	:837
1554	:838
1555	:839
1556	:840
1557	:841
1558	:842
1559	:843
1560	:844
1561	:845
1562	:846
1563	:847
1564	:848
1565	:849
1566	:850
1567	:851
1568	:852
1569	:853
1570	:854
1571	:855
1572	:856
1573	:857
1574	:858
1575	:859
1576	:860
1577	:861
1578	:862
1579	:863
1580	:864
1581	:865
1582	:866
1583	:867
1584	:868
1585	:869
1586	:870
1587	:871
1588	:872
1589	:873
1590	:874
1591	:875
1592	:876
1593	:877
1594	:878
1595	:879
1596	:880
1597	:881
1598	:882
1599	:883
1600	:884
1601	:885
1602	:886
1603	:887
1604	:888
1605	:889
1606	:890
1607	:891
1608	:892
1609	:893
1610	:894
1611	:895
1612	:896
1613	:897
1614	:898
1615	:899
1617	:900
1618	:901
1619	:902
1620	:903
1621	:904
1622	:905
1623	:906
1624	:907
1625	:908
1626	:909
1627	:910
1628	:911
1629	:912
1630	:913
1631	:914
1632	:915
1633	:916
1634	:917
1635	:918
1636	:919
1637	:920
1638	:921
1639	:922
1640	:923
1641	:924
1642	:925
1643	:926
1644	:927
1645	:928
1646	:929
1647	:930
1648	:931
1649	:932
1650	:933
1651	:934
1652	:935
1653	:936
1654	:937
1655	:938
1656	:939
1657	:940
1658	:941
1659	:942
1660	:943
1661	:944
1662	:945
1663	:946
1664	:947
1665	:948
1666	:949
1667	:950
1668	:951
1669	:952
1670	:953
1671	:954
1672	:955
1673	:956
1674	:957
1675	:958
1676	:959
1677	:960
1678	:961
1679	:962
1680	:963
1681	:964
1682	:965
1683	:966
1684	:967
1685	:968
1686	:969
1687	:970
1688	:971
1689	:972
1690	:973
1691	:974
1692	:975
1693	:976
1694	:977
1695	:978
1696	:979
1697	:980
1698	:981
1699	:982
1700	:983
1701	:984
1702	:985
1703	:986
1704	:987
1705	:988
1706	:989
1707	:990
1708	:991
1709	:992
1710	:993
1711	:994
1712	:995
1713	:996
1714	:997
1715	:998
1716	:999
